6 0 5
7 1 7
6 2 1
1 3 1
8 4 2
9 5 6
7 6 1
7 7 9
5 8 3
7 9 1
9 10 5
9 11 9
6 12 1
8 13 5
8 14 9
7 15 8
4 16 2
6 17 6
6 18 6
6 19 5
6 20 4
9 21 1
5 22 9
6 23 1
9 24 1
9 25 9
8 26 0
3 27 6
6 28 4
6 29 9
8 30 6
8 31 2
5 32 2
9 33 8
7 34 2
1 35 8
8 36 7
6 37 5
6 38 3
8 39 7
9 40 0
8 41 4
8 42 9
5 43 1
8 44 2
9 45 6
2 46 9
4 47 6
7 48 2
5 49 7
8 50 6
9 51 6
8 52 6
8 53 1
3 54 9
4 55 1
7 56 9
7 57 4
1 58 6
3 59 5
9 60 4
3 61 8
4 62 7
6 63 0
8 64 5
9 65 9
6 66 1
1 67 7
9 68 4
2 69 9
9 70 0
5 71 0
4 72 8
2 73 2
6 74 4
7 75 1
9 76 8
6 77 3
9 78 5
9 79 2
6 80 0
3 81 1
8 82 1
8 83 1
9 84 2
3 85 3
8 86 5
7 87 7
5 88 2
8 89 8
9 90 3
6 91 5
7 92 1
7 93 1
5 94 9
5 95 7
9 96 8
6 97 8
6 98 1
8 99 3
4 100 6
5 101 7
6 102 8
4 103 4
7 104 6
9 105 6
4 106 0
6 107 6
9 108 3
6 109 7
5 110 5
6 111 0
9 112 0
1 113 8
9 114 9
8 115 8
8 116 4
6 117 2
7 118 3
7 119 0
8 120 5
3 121 7
8 122 4
7 123 6
6 124 7
7 125 6
8 126 1
7 127 1
2 128 6
4 129 9
1 130 1
8 131 7
6 132 3
7 133 7
0 134 6
3 135 0
5 136 6
9 137 6
8 138 9
8 139 6
5 140 6
8 141 9
9 142 3
5 143 9
5 144 9
9 145 1
5 146 9
6 147 3
7 148 9
8 149 8
4 150 7
6 151 6
9 152 0
6 153 9
2 154 9
3 155 8
9 156 3
3 157 7
6 158 7
6 159 0
5 160 9
4 161 7
9 162 1
3 163 2
4 164 3
9 165 5
8 166 9
9 167 4
7 168 2
8 169 2
9 170 0
1 171 3
5 172 3
7 173 5
2 174 5
5 175 8
9 176 1
5 177 6
9 178 1
5 179 8
8 180 3
9 181 1
9 182 1
6 183 9
3 184 7
9 185 6
6 186 4
9 187 6
7 188 3
2 189 3
8 190 4
4 191 9
7 192 9
0 193 2
6 194 5
1 195 5
8 196 8
5 197 7
0 198 7
6 199 2
4 200 2
9 201 5
3 202 9
4 203 5
6 204 8
6 205 3
9 206 3
4 207 5
1 208 2
6 209 1
0 210 3
7 211 6
4 212 0
0 213 3
2 214 4
7 215 5
9 216 8
6 217 5
7 218 1
4 219 3
4 220 1
9 221 2
4 222 8
5 223 2
2 224 9
0 225 6
8 226 3
6 227 2
0 228 2
6 229 7
2 230 9
7 231 5
9 232 2
6 233 1
8 234 6
5 235 2
6 236 7
9 237 5
3 238 0
8 239 7
4 240 1
7 241 7
9 242 3
3 243 2
5 244 9
8 245 9
9 246 2
5 247 9
8 248 1
9 249 6
6 250 8
9 251 8
8 252 0
4 253 2
7 254 9
4 255 9
5 256 6
7 257 6
5 258 7
