6 0 7
9 1 8
9 2 1
8 3 3
7 4 7
5 5 5
6 6 7
7 7 6
4 8 7
8 9 4
9 10 7
9 11 8
5 12 6
6 13 9
9 14 1
8 15 6
6 16 8
3 17 7
6 18 9
9 19 8
4 20 9
9 21 1
0 22 4
3 23 4
8 24 9
9 25 3
9 26 8
8 27 8
7 28 2
9 29 9
8 30 7
2 31 7
8 32 1
6 33 9
5 34 8
6 35 2
9 36 3
2 37 3
2 38 2
8 39 4
7 40 0
6 41 3
9 42 6
3 43 7
3 44 1
5 45 1
5 46 5
7 47 7
9 48 0
2 49 8
9 50 9
5 51 6
5 52 6
9 53 8
8 54 2
6 55 9
6 56 3
7 57 3
3 58 2
2 59 9
9 60 0
9 61 1
4 62 3
8 63 4
1 64 8
4 65 3
9 66 5
8 67 0
9 68 9
8 69 3
8 70 8
2 71 3
9 72 5
6 73 9
8 74 2
5 75 7
2 76 4
3 77 6
6 78 6
5 79 8
6 80 4
5 81 9
7 82 2
3 83 7
9 84 0
8 85 6
4 86 2
7 87 2
8 88 3
4 89 5
6 90 6
9 91 4
9 92 2
8 93 8
8 94 1
2 95 7
4 96 9
7 97 2
9 98 1
3 99 3
6 100 3
6 101 7
9 102 6
4 103 0
9 104 3
9 105 6
2 106 8
6 107 7
7 108 3
9 109 9
8 110 9
8 111 9
7 112 1
6 113 2
2 114 7
4 115 7
8 116 7
8 117 7
1 118 2
0 119 7
4 120 0
6 121 9
9 122 6
9 123 7
3 124 7
0 125 4
7 126 1
4 127 3
9 128 4
3 129 0
4 130 4
6 131 7
7 132 3
2 133 8
7 134 3
3 135 3
0 136 4
4 137 1
5 138 5
6 139 0
2 140 1
4 141 4
9 142 3
4 143 2
7 144 1
3 145 7
8 146 6
9 147 8
6 148 6
1 149 0
3 150 8
4 151 3
1 152 2
9 153 7
8 154 7
9 155 0
8 156 7
2 157 5
4 158 9
6 159 1
2 160 7
5 161 9
9 162 7
1 163 3
7 164 1
2 165 4
5 166 7
0 167 3
6 168 8
7 169 4
0 170 8
9 171 5
6 172 3
6 173 5
8 174 3
9 175 0
6 176 4
9 177 8
5 178 7
4 179 8
8 180 3
5 181 9
4 182 4
6 183 6
9 184 5
7 185 9
4 186 4
7 187 6
7 188 8
2 189 7
2 190 4
7 191 7
3 192 0
3 193 4
4 194 2
7 195 6
4 196 9
4 197 7
2 198 3
9 199 7
8 200 5
8 201 9
7 202 2
4 203 4
6 204 2
6 205 5
5 206 7
9 207 0
3 208 2
5 209 0
9 210 2
6 211 3
7 212 3
1 213 2
9 214 9
7 215 2
9 216 6
8 217 1
5 218 6
6 219 8
5 220 7
3 221 0
7 222 8
3 223 6
7 224 9
9 225 3
8 226 2
3 227 9
0 228 7
6 229 7
3 230 8
7 231 9
5 232 3
5 233 0
5 234 2
7 235 8
7 236 2
7 237 4
9 238 2
6 239 0
6 240 4
1 241 3
6 242 5
9 243 5
6 244 8
8 245 0
8 246 4
8 247 5
8 248 3
4 249 4
7 250 0
7 251 2
3 252 4
6 253 3
9 254 7
9 255 5
8 256 1
2 257 0
5 258 7
3 259 4
8 260 8
5 261 8
7 262 8
6 263 1
1 264 5
5 265 6
9 266 6
6 267 2
7 268 4
9 269 8
1 270 7
1 271 7
9 272 3
7 273 3
8 274 1
8 275 7
6 276 4
9 277 6
7 278 2
1 279 0
7 280 6
9 281 0
5 282 7
8 283 8
8 284 7
6 285 1
6 286 2
3 287 6
4 288 0
8 289 2
7 290 3
7 291 6
9 292 0
4 293 5
8 294 9
7 295 8
7 296 9
8 297 4
0 298 5
3 299 8
4 300 4
6 301 9
7 302 3
7 303 8
2 304 9
6 305 5
9 306 6
4 307 9
0 308 3
2 309 6
9 310 9
4 311 1
1 312 7
9 313 3
9 314 9
7 315 9
3 316 8
8 317 3
9 318 4
0 319 9
1 320 2
0 321 1
3 322 8
7 323 1
2 324 9
8 325 6
8 326 8
3 327 0
3 328 0
1 329 9
7 330 4
3 331 7
9 332 4
4 333 9
5 334 2
2 335 7
1 336 4
9 337 3
1 338 0
4 339 5
4 340 5
9 341 6
4 342 8
6 343 4
7 344 2
9 345 3
8 346 4
6 347 3
6 348 1
8 349 9
8 350 1
6 351 3
5 352 0
8 353 7
4 354 0
8 355 6
9 356 4
7 357 5
6 358 5
4 359 3
7 360 2
2 361 4
5 362 6
8 363 4
7 364 5
9 365 9
8 366 1
8 367 5
9 368 7
2 369 7
6 370 2
6 371 6
8 372 9
8 373 8
2 374 5
8 375 7
5 376 5
6 377 5
9 378 3
9 379 6
4 380 9
8 381 2
3 382 7
4 383 8
8 384 8
2 385 6
7 386 0
7 387 3
7 388 9
2 389 5
2 390 8
9 391 4
7 392 6
9 393 1
4 394 3
7 395 0
2 396 3
1 397 1
9 398 7
3 399 5
5 400 8
